1,3,5,8,9,14,17,19,20,21,22,lat,lon,Time
e,y,t,c,b,s,w,p,n,y,d,-19.8383,52.8514,4:50:00 PM
p,y,f,c,b,k,w,l,h,v,d,-45.6182,-135.5416,8:23:44 AM
p,f,f,c,b,k,w,l,h,y,p,58.2825,108.8849,4:34:50 PM
p,f,f,c,b,k,w,l,h,v,d,-78.1749,13.8373,7:55:26 AM
p,s,f,w,n,s,w,p,k,v,d,11.0021,-17.0918,5:25:07 PM
p,y,f,c,b,k,w,l,h,y,d,39.6416,-107.0079,6:41:30 AM
e,y,t,c,b,s,w,p,k,v,d,9.0444,-143.7465,8:52:13 AM
p,f,f,c,n,s,w,p,k,s,d,43.5366,-132.4985,1:15:48 PM
p,f,f,c,b,k,w,l,h,v,d,28.2976,-87.5215,12:31:28 PM
p,f,f,c,b,k,w,l,h,y,d,37.5723,96.8068,4:52:07 PM
p,f,f,w,n,s,w,p,n,v,d,46.8476,87.9795,6:14:49 AM
p,f,f,c,b,k,w,l,h,y,d,13.6866,69.7363,1:26:40 PM
p,f,f,c,b,k,w,l,h,v,p,37.4779,-101.1317,3:03:44 PM
e,y,t,c,b,s,w,p,k,v,d,-54.5545,-18.1379,12:17:24 PM
p,y,f,c,b,k,w,l,h,v,p,-29.6794,-9.5183,8:17:26 AM
p,f,f,c,b,k,w,l,h,v,p,-2.9099,-150.8932,2:03:27 PM
p,f,f,c,n,s,w,p,n,s,d,42.0481,-99.4129,5:07:45 PM
p,s,f,w,n,s,w,p,k,v,d,-6.1832,-126.0361,5:28:33 PM
e,f,t,c,b,s,w,p,n,v,d,9.9815,-75.5916,3:16:24 PM
p,y,f,c,b,k,w,l,h,v,g,28.3821,-60.3578,10:14:51 AM
e,f,t,c,b,s,w,p,n,y,d,-45.2193,162.0882,12:44:01 PM
e,y,t,c,b,s,w,p,k,y,d,23.9545,-15.8189,9:21:52 AM
p,y,f,c,b,k,w,l,h,y,d,-24.1799,-49.3923,4:44:49 PM
p,f,f,c,b,k,w,l,h,y,g,-86.7676,-134.3324,9:33:45 AM
p,y,f,c,b,k,w,l,h,v,d,-42.3496,-34.4907,3:04:15 PM
p,f,f,c,b,k,w,l,h,y,d,-80.867,-97.6014,10:54:42 AM
p,f,f,c,b,k,w,l,h,y,p,-19.2898,-2.4005,10:03:25 AM
e,y,t,c,b,s,w,p,n,y,d,24.8403,102.1578,4:19:55 PM
p,y,f,c,b,k,w,l,h,v,p,20.171,-29.0191,6:12:13 AM
p,y,f,c,b,k,w,l,h,v,p,-19.7956,23.6302,10:02:30 AM
p,f,f,c,b,k,w,l,h,v,p,3.6585,83.0596,7:22:18 AM
p,f,f,c,b,k,w,l,h,y,p,-56.6426,-71.9214,11:23:15 AM
e,f,t,c,b,s,w,p,n,v,d,-78.4267,35.737,5:09:11 PM
e,y,t,c,b,s,w,p,n,v,d,11.6953,-131.8193,1:48:09 PM
p,f,f,c,b,k,w,l,h,y,g,52.7108,-30.8552,1:57:51 PM
e,y,f,c,n,f,w,f,h,y,d,-72.1845,-137.3615,9:50:53 AM
e,y,t,c,b,s,w,p,n,y,d,81.5234,109.7889,4:48:44 PM
p,y,f,c,b,k,w,l,h,v,g,-50.6467,148.4709,7:19:28 AM
p,f,f,c,b,k,w,l,h,v,g,28.6605,35.3333,7:00:41 AM
p,y,f,c,b,k,w,l,h,y,d,9.8571,20.1533,11:15:10 AM
p,y,f,c,b,k,w,l,h,y,p,65.3914,-145.0435,11:13:43 AM
p,f,f,c,b,k,w,l,h,v,p,44.8472,-84.5209,8:21:51 AM
p,y,f,c,b,k,w,l,h,y,d,29.849,-80.7589,10:41:09 AM
p,f,f,c,b,k,w,l,h,v,p,36.1561,-52.4009,12:11:24 PM
p,y,f,c,b,k,w,l,h,v,p,49.2047,-58.5285,10:41:22 AM
p,f,f,c,b,k,w,l,h,y,p,36.0922,-45.0668,6:54:57 AM
e,f,t,c,b,s,w,p,n,v,d,39.1617,152.0473,4:59:45 PM
p,y,f,c,b,k,w,l,h,y,d,40.7222,-72.0879,4:45:22 PM
e,y,t,c,b,s,w,p,n,v,d,-68.7572,-168.2675,7:28:04 AM
p,f,f,c,b,k,w,l,h,v,d,-26.7231,171.0176,3:00:39 PM
p,f,f,c,b,k,w,l,h,v,d,-78.8772,-98.9419,10:33:48 AM
e,y,t,c,b,s,w,p,n,y,d,-7.2736,-33.841,9:25:49 AM
e,f,t,c,b,s,w,p,k,y,d,-84.1786,136.1272,3:54:48 PM
p,y,f,c,b,k,w,l,h,v,g,23.6138,129.2518,9:09:55 AM
e,f,t,c,b,s,w,p,k,v,d,-63.0216,13.952,2:38:12 PM
e,f,t,c,b,s,w,p,n,y,d,-7.2649,8.49,7:34:05 AM
p,y,f,c,b,k,w,l,h,v,p,3.5774,-160.4076,12:41:49 PM
p,f,f,c,n,s,w,p,k,v,d,73.9667,-74.7375,11:04:31 AM
p,y,f,c,b,k,w,l,h,y,d,-57.4262,15.05,9:40:23 AM
p,y,f,c,n,s,w,e,w,v,d,-77.2631,-99.9399,11:10:42 AM
p,f,f,c,b,k,w,l,h,v,p,-73.2133,-170.4924,9:29:23 AM
p,y,f,c,b,k,w,l,h,y,d,-35.7259,129.6178,11:14:22 AM
e,y,t,c,b,s,w,p,n,y,d,26.6141,1.9641,9:31:48 AM
p,y,f,c,n,s,w,e,w,v,l,-18.4003,28.4132,9:29:31 AM
e,y,t,c,b,s,w,p,n,v,d,-26.1747,92.8519,12:41:52 PM
p,s,t,c,b,s,w,p,r,v,m,14.8165,132.9116,3:45:40 PM
e,f,t,c,b,s,w,p,k,y,d,76.9575,-76.4714,8:46:22 AM
p,f,f,c,b,k,w,l,h,v,g,-72.9402,70.6378,12:37:55 PM
e,y,t,c,b,s,w,p,k,y,d,55.8351,-23.9886,9:05:47 AM
p,f,f,c,b,k,w,l,h,y,p,37.8523,68.4812,12:17:36 PM
p,f,f,c,b,k,w,l,h,y,g,37.6164,-168.8551,7:53:25 AM
p,f,f,c,b,k,w,l,h,v,g,-84.0519,-102.5071,4:40:15 PM
e,f,t,c,b,s,w,p,n,v,d,-24.1119,-165.7053,2:05:45 PM
p,f,f,c,b,k,w,l,h,y,p,6.7598,-62.5367,10:32:48 AM
p,f,f,c,b,k,w,l,h,v,g,29.378,116.5649,8:08:57 AM
p,f,f,c,b,k,w,l,h,v,d,63.9072,-133.1805,9:45:08 AM
p,f,f,c,b,k,w,l,h,y,p,15.5886,-3.5896,1:33:09 PM
p,f,f,c,b,k,w,l,h,v,g,-70.1023,110.3111,3:53:41 PM
p,f,f,c,b,k,w,l,h,v,g,40.9168,-2.6031,6:38:04 AM
p,y,f,c,b,k,w,l,h,v,p,52.0218,109.3963,10:25:23 AM
e,y,t,c,b,s,w,p,k,v,d,58.6486,-119.4688,1:37:41 PM
p,f,f,c,b,k,w,l,h,v,d,-19.6952,-149.846,4:25:50 PM
p,f,f,c,b,k,w,l,h,v,g,50.0102,-108.5137,1:23:48 PM
e,f,t,c,b,s,w,p,k,v,d,-85.9598,-135.5755,4:34:32 PM
p,y,f,c,b,k,w,l,h,v,p,-39.006,86.1514,12:55:33 PM
p,y,f,c,b,k,w,l,h,v,p,-10.3248,-60.4296,12:27:43 PM
e,y,t,c,b,s,w,p,k,y,d,86.6836,74.3154,8:23:51 AM
p,y,f,c,b,k,w,l,h,y,p,-71.0925,28.2567,1:17:31 PM
e,f,t,c,b,s,w,p,k,y,d,-8.2722,92.2616,4:18:35 PM
p,y,f,c,b,k,w,l,h,v,g,70.0092,96.3859,11:45:13 AM
p,y,f,c,b,k,w,l,h,v,d,68.1071,-77.4231,1:46:35 PM
p,y,f,c,b,k,w,l,h,v,d,-78.4379,6.8285,4:51:25 PM
p,s,f,c,n,s,w,p,k,s,d,78.7356,-155.2014,7:28:37 AM
e,f,t,c,b,s,w,p,k,v,d,72.3141,138.7429,1:19:52 PM
p,y,f,c,b,k,w,l,h,y,g,87.8368,-8.4733,6:52:31 AM
p,f,f,c,b,k,w,l,h,y,d,-18.0398,23.717,11:38:08 AM
p,y,f,c,b,k,w,l,h,v,p,4.4481,94.4887,12:16:58 PM
e,y,t,c,b,s,w,p,k,v,d,55.4773,-71.4705,12:06:39 PM
p,y,f,c,b,k,w,l,h,y,d,-89.5476,-116.5524,12:21:09 PM
p,f,f,c,b,k,w,l,h,y,d,89.7104,-147.7055,8:57:19 AM
e,y,t,c,b,s,w,p,n,v,d,31.945,96.8826,2:42:12 PM
e,y,t,c,b,s,w,p,k,v,d,81.9266,84.4478,2:32:50 PM
p,s,t,c,b,f,w,p,h,v,u,-78.4492,171.1287,1:13:51 PM
p,f,f,c,b,k,w,l,h,y,p,64.8593,171.372,2:08:10 PM
p,y,f,c,b,k,w,l,h,v,p,79.807,36.9042,3:21:31 PM
p,y,f,c,b,k,w,l,h,v,p,64.4825,-63.7716,9:27:36 AM
p,f,f,c,b,k,w,l,h,v,d,-28.8693,44.6726,3:55:50 PM
p,y,f,c,b,k,w,l,h,v,d,56.9133,-176.1282,9:13:56 AM
p,y,f,c,b,k,w,l,h,v,p,36.9742,68.9439,4:44:03 PM
e,y,t,c,b,s,w,p,n,y,d,-22.4079,152.4565,7:18:19 AM
p,y,f,c,b,k,w,l,h,v,g,22.404,-169.5934,1:31:10 PM
p,y,f,c,b,k,w,l,h,v,g,69.1744,107.7622,7:04:13 AM
p,y,f,c,b,k,w,l,h,y,p,-24.2959,38.6358,2:27:20 PM
e,f,t,c,b,s,w,p,n,v,d,-22.4344,-27.1731,9:28:24 AM
e,y,t,c,b,s,w,p,n,v,d,-41.4432,18.3778,8:23:33 AM
e,y,t,c,b,s,w,p,n,y,d,-68.7682,140.5131,2:15:21 PM
p,f,f,c,b,k,w,l,h,v,g,32.3055,-150.384,11:48:35 AM
p,f,f,c,b,k,w,l,h,y,p,85.2509,170.9095,4:46:06 PM
e,y,t,c,b,s,w,p,k,y,d,21.6678,74.4634,10:28:11 AM
p,y,f,c,b,k,w,l,h,y,g,-83.4466,-102.1668,11:59:06 AM
e,f,t,c,b,s,w,p,n,v,d,24.988,-64.8911,12:38:21 PM
p,f,f,c,b,k,w,l,h,v,p,-16.8118,137.4806,11:41:22 AM
p,y,f,c,b,k,w,l,h,v,d,45.8038,42.77,6:16:57 AM
p,y,f,c,b,k,w,l,h,v,d,-38.5711,168.9249,6:53:07 AM
e,f,f,w,n,f,w,e,w,v,l,13.9961,-82.6027,2:52:59 PM
p,f,f,c,b,k,w,l,h,v,d,48.2007,24.7347,7:55:56 AM
p,f,f,c,b,k,w,l,h,y,g,64.0182,177.1791,2:27:03 PM
p,y,f,c,b,k,w,l,h,v,g,-75.0212,155.4806,2:17:43 PM
p,y,f,c,b,k,w,l,h,y,g,-33.2547,81.3939,6:24:22 AM
p,s,t,c,b,s,w,p,h,s,u,51.6648,-130.2307,2:20:04 PM
p,f,f,c,b,k,w,l,h,v,d,-89.6761,-177.8586,5:11:56 PM
p,y,f,c,b,k,w,l,h,v,g,63.6594,120.1387,10:29:58 AM
p,f,f,c,b,k,w,l,h,y,p,-2.7038,120.3124,12:31:44 PM
p,f,f,c,b,k,w,l,h,v,p,67.1328,-79.6709,3:33:17 PM
p,f,f,c,b,k,w,l,h,y,d,12.1001,-155.916,5:08:55 PM
e,f,t,c,b,s,w,p,k,y,d,72.922,109.5546,10:01:44 AM
p,f,f,c,b,k,w,l,h,y,p,-49.9528,-153.5198,6:36:08 AM
p,f,f,c,b,k,w,l,h,y,p,-19.2916,136.4924,5:07:46 PM
e,y,t,c,b,s,w,p,k,y,d,37.8709,-116.2732,3:10:56 PM
p,y,f,c,b,k,w,l,h,v,p,88.1674,96.9484,12:22:48 PM
p,f,f,c,b,k,w,l,h,y,d,9.1662,-12.5884,12:47:16 PM
p,y,f,c,b,k,w,l,h,y,d,-30.9414,-38.4267,8:44:12 AM
e,f,t,c,b,s,w,p,k,y,d,35.2735,-126.6484,9:35:18 AM
p,f,f,c,b,k,w,l,h,v,g,50.9197,85.6525,5:08:19 PM
p,f,f,c,b,k,w,l,h,y,p,60.2494,-179.076,4:33:29 PM
e,y,t,c,b,s,w,p,n,y,d,14.8562,91.2408,1:01:47 PM
e,f,t,c,b,s,w,p,n,v,d,46.5083,129.2329,4:11:39 PM
p,y,f,c,b,k,w,l,h,v,d,41.4118,-3.4111,6:56:21 AM
p,y,f,c,b,k,w,l,h,v,p,80.687,-130.9692,2:15:09 PM
p,f,f,c,b,k,w,l,h,v,d,-60.4267,-49.4845,1:00:57 PM
p,f,f,c,b,k,w,l,h,v,p,-12.009,162.5419,4:10:46 PM
p,f,f,c,b,k,w,l,h,y,p,47.1339,94.1534,3:01:37 PM
p,y,f,c,b,k,w,l,h,y,g,57.1294,40.5358,11:39:08 AM
p,s,t,c,b,f,w,p,h,s,u,65.7293,-53.1184,4:01:50 PM
e,f,t,c,b,s,w,p,n,y,d,-76.8984,-136.383,2:08:32 PM
p,y,f,c,n,k,w,e,w,v,d,-25.2377,-58.5107,11:36:33 AM
e,y,t,c,b,s,w,p,n,v,d,35.064,-146.4078,9:17:53 AM
p,f,f,w,n,s,w,p,k,v,d,-8.0519,90.5521,5:12:52 PM
p,f,f,w,n,s,w,p,n,v,d,36.2204,-71.5105,2:28:29 PM
p,y,f,c,n,k,w,e,w,v,l,16.5639,-68.1232,6:57:48 AM
p,f,f,c,b,k,w,l,h,y,p,-60.1127,84.9736,12:07:03 PM
p,f,f,c,b,k,w,l,h,v,g,87.7674,-135.8857,8:31:11 AM
p,s,t,c,b,f,w,p,h,s,u,34.2054,-11.852,4:24:58 PM
p,y,f,c,b,k,w,l,h,y,p,13.9832,16.0098,3:35:54 PM
p,f,f,c,b,k,w,l,h,y,d,-87.2276,-122.2012,7:32:16 AM
p,y,f,c,b,k,w,l,h,y,p,-77.2249,-173.0364,7:25:51 AM
p,f,f,c,b,k,w,l,h,y,d,-78.3994,38.9313,10:43:56 AM
p,y,f,c,b,k,w,l,h,y,d,70.3016,-139.2112,5:09:06 PM
p,y,f,c,b,k,w,l,h,y,g,0.5397,22.6879,11:58:47 AM
p,f,f,c,b,k,w,l,h,y,g,-7.2573,163.2231,11:26:00 AM
p,f,f,c,b,k,w,l,h,y,g,41.8672,-2.6524,2:10:52 PM
p,f,f,c,b,k,w,l,h,v,g,64.558,136.601,10:25:05 AM
p,f,f,c,b,k,w,l,h,v,g,66.1056,65.3831,7:54:16 AM
p,f,f,c,b,k,w,l,h,y,g,-5.1716,144.1034,8:20:29 AM
p,y,f,c,b,k,w,l,h,v,g,-58.3564,179.7595,10:18:54 AM
p,s,t,c,b,s,w,p,h,v,u,57.6002,-116.4474,2:59:44 PM
p,f,f,c,b,k,w,l,h,y,g,87.5846,24.5828,11:17:35 AM
p,f,f,c,b,k,w,l,h,y,g,68.3905,-0.9649,8:45:40 AM
p,y,f,c,b,k,w,l,h,y,d,9.7934,-18.1169,7:08:20 AM
p,f,f,c,b,k,w,l,h,y,d,-61.7277,-103.8027,2:28:35 PM
p,f,f,c,b,k,w,l,h,v,d,52.9027,30.2512,8:27:06 AM
p,y,f,c,b,k,w,l,h,v,p,89.2456,55.9689,2:54:48 PM
p,y,f,c,b,k,w,l,h,y,p,74.2872,-30.314,9:11:01 AM
e,y,t,c,b,s,w,p,n,v,d,62.6002,76.0798,7:35:05 AM
p,f,f,c,b,k,w,l,h,v,d,-74.2388,-76.6472,12:27:12 PM
p,f,f,c,b,k,w,l,h,y,d,-14.3261,-127.4141,5:10:55 PM
p,y,f,c,b,k,w,l,h,v,p,16.6641,-123.463,6:21:59 AM
p,f,f,c,b,k,w,l,h,v,g,84.7292,-30.8577,1:02:45 PM
p,f,f,c,b,k,w,l,h,v,p,-66.7283,177.6861,11:55:32 AM
p,f,f,c,b,k,w,l,h,y,d,48.0633,155.7712,7:03:10 AM
p,y,f,c,b,k,w,l,h,y,p,35.1429,-141.6295,9:32:02 AM
p,s,t,c,b,f,w,p,h,s,u,48.8661,93.3487,11:32:55 AM
p,f,f,c,b,k,w,l,h,v,g,44.6565,-160.2795,7:59:39 AM
p,f,f,c,b,k,w,l,h,v,d,37.2596,105.3265,11:53:43 AM
p,y,f,c,b,k,w,l,h,y,p,-50.8432,95.966,9:30:16 AM
p,f,f,c,b,k,w,l,h,y,d,-66.0838,-111.2817,1:26:13 PM
p,f,f,c,b,k,w,l,h,v,d,73.4441,69.9712,11:16:42 AM
p,f,f,c,b,k,w,l,h,v,p,-6.5818,-158.7202,8:21:54 AM
p,y,f,c,b,k,w,l,h,y,g,42.7639,75.9661,10:09:13 AM
p,f,f,c,b,k,w,l,h,y,p,-45.3774,128.2676,8:49:48 AM
p,f,f,c,b,k,w,l,h,v,g,79.1071,-75.6907,10:48:13 AM
p,f,f,c,b,k,w,l,h,y,d,-34.6076,-99.5693,4:43:06 PM
p,y,f,c,b,k,w,l,h,v,d,65.4425,97.8848,3:43:18 PM
p,y,f,c,b,k,w,l,h,v,d,88.2868,-36.2159,7:55:05 AM
p,s,t,c,b,s,w,p,h,s,g,61.7092,161.954,8:29:45 AM
p,f,f,c,b,k,w,l,h,y,g,-29.7678,150.5151,4:00:48 PM
p,s,t,c,b,s,w,p,h,s,g,79.567,-95.4802,3:46:27 PM
p,y,f,c,b,k,w,l,h,v,d,-34.1412,126.8687,6:09:51 AM
p,y,f,c,b,k,w,l,h,v,d,22.6041,23.3557,1:28:35 PM
p,f,f,c,b,k,w,l,h,y,g,-66.0431,-33.8295,2:14:43 PM
p,f,f,c,b,k,w,l,h,y,g,-8.9736,-8.4504,6:14:35 AM
p,y,f,c,b,k,w,l,h,v,g,78.8722,17.8648,1:18:59 PM
e,y,t,c,b,s,w,p,n,y,d,38.3225,157.2931,1:43:41 PM
p,y,f,c,b,k,w,l,h,y,p,12.8753,8.5315,6:24:13 AM
p,y,f,c,b,k,w,l,h,y,p,43.8784,74.3555,4:26:59 PM
p,f,f,c,b,k,w,l,h,v,g,-30.5301,-159.4504,11:56:38 AM
p,y,f,c,b,k,w,l,h,v,p,86.0027,7.5373,10:18:18 AM
p,f,f,c,b,k,w,l,h,y,d,-62.6456,-153.3525,1:46:48 PM
p,y,f,c,b,k,w,l,h,v,p,72.9874,-143.579,8:34:25 AM
p,f,f,c,b,k,w,l,h,y,g,22.5997,-72.693,2:27:40 PM
p,y,f,c,b,k,w,l,h,y,p,-88.7672,-63.8958,8:46:06 AM
p,f,f,c,n,s,w,p,k,s,d,-7.1568,-81.9519,7:58:25 AM
p,y,f,c,b,k,w,l,h,y,d,64.585,37.915,9:36:01 AM
p,f,f,c,b,k,w,l,h,y,g,51.9997,113.8051,2:31:43 PM
p,f,f,c,b,k,w,l,h,y,g,8.8565,-66.5778,3:45:48 PM
p,y,f,c,b,k,w,l,h,v,g,48.6775,174.4198,4:08:17 PM
p,f,f,c,b,k,w,l,h,v,g,4.6371,-36.9908,12:00:00 PM
p,y,f,c,b,k,w,l,h,v,d,62.189,-129.1978,6:48:43 AM
p,f,f,c,b,k,w,l,h,y,g,80.3309,5.1381,7:35:02 AM
p,f,f,c,b,k,w,l,h,v,p,49.0237,131.7385,11:43:44 AM
p,y,f,c,b,k,w,l,h,y,d,13.2406,-175.8174,9:18:16 AM
p,y,f,c,b,k,w,l,h,v,d,32.792,-33.3096,5:17:03 PM
p,y,f,c,b,k,w,l,h,y,p,-45.3713,110.2963,2:00:58 PM
p,y,f,c,b,k,w,l,h,v,d,74.4529,19.7781,8:31:14 AM
p,f,f,c,b,k,w,l,h,y,p,-26.6055,121.1536,6:38:44 AM
e,y,f,w,n,f,w,e,w,v,l,-28.4512,-46.9368,8:47:06 AM
p,f,f,c,b,k,w,l,h,y,p,45.5269,40.7462,11:32:28 AM
p,y,f,c,b,k,w,l,h,y,g,26.9184,-72.7556,9:00:40 AM
p,f,f,c,b,k,w,l,h,y,g,23.756,117.0159,8:43:19 AM
p,y,f,c,b,k,w,l,h,v,d,17.038,-73.7673,12:32:26 PM
p,f,f,c,b,k,w,l,h,y,p,-42.9878,77.2655,8:03:22 AM
p,f,f,c,b,k,w,l,h,v,g,29.1218,135.8955,11:49:18 AM
e,s,t,c,b,s,w,e,w,c,w,-53.1552,-8.3262,8:42:35 AM
p,f,f,c,b,k,w,l,h,v,p,84.2624,-54.9759,9:11:57 AM
p,f,f,c,b,k,w,l,h,y,d,42.1365,-162.5322,11:19:04 AM
p,y,f,c,b,k,w,l,h,y,d,63.6016,-120.816,4:39:26 PM
p,y,f,c,b,k,w,l,h,y,p,73.9871,-118.535,10:37:28 AM
p,f,f,c,b,k,w,l,h,v,d,-53.9553,15.4864,1:39:12 PM
p,y,f,c,b,k,w,l,h,y,g,58.8375,7.9132,12:41:33 PM
p,y,f,c,b,k,w,l,h,v,g,65.6068,-156.1077,2:04:33 PM
e,s,t,c,b,s,w,e,w,c,w,54.8772,140.1923,12:20:19 PM
p,f,f,c,b,k,w,l,h,v,d,-81.3346,-129.466,5:06:39 PM
p,f,f,c,b,k,w,l,h,v,p,21.9741,83.5506,2:09:42 PM
p,f,f,c,b,k,w,l,h,y,p,-88.5898,-81.4441,1:18:28 PM
p,f,f,c,b,k,w,l,h,v,g,-22.8033,35.1691,7:51:14 AM
p,f,f,c,b,k,w,l,h,y,p,-64.3897,108.999,9:44:51 AM
p,f,f,c,b,k,w,l,h,y,p,9.7541,-156.5447,11:48:25 AM
p,y,f,c,b,k,w,l,h,y,g,84.0486,-166.605,11:03:30 AM
p,y,f,c,b,k,w,l,h,y,g,7.6598,-43.2488,10:27:54 AM
p,f,f,c,b,k,w,l,h,y,d,-42.7669,148.292,11:07:23 AM
p,f,f,c,b,k,w,l,h,v,d,52.3605,68.9064,11:48:11 AM
p,f,f,c,b,k,w,l,h,v,g,18.3298,93.144,11:35:45 AM
p,f,f,c,b,k,w,l,h,y,d,-5.7027,-70.524,2:50:06 PM
p,f,f,c,b,k,w,l,h,y,g,-61.4095,26.7686,6:21:45 AM
e,y,t,c,b,s,w,p,n,y,d,61.4831,-165.2406,2:40:35 PM
p,y,f,c,b,k,w,l,h,y,d,49.5669,55.9969,9:48:01 AM
p,y,f,c,b,k,w,l,h,v,d,74.7143,126.8764,3:47:44 PM
p,y,f,c,b,k,w,l,h,v,g,19.4258,-41.0199,7:55:08 AM
p,y,f,c,b,k,w,l,h,v,g,-10.6251,25.9981,1:55:31 PM
p,y,f,c,b,k,w,l,h,y,g,-36.4712,10.4955,4:56:52 PM
p,y,f,c,b,k,w,l,h,y,p,-42.8635,26.2749,2:43:08 PM
p,f,f,c,b,k,w,l,h,y,d,-75.2239,163.7984,12:40:21 PM
p,f,f,c,b,k,w,l,h,v,g,72.7855,-34.6837,7:01:17 AM
p,y,f,c,b,k,w,l,h,y,p,-26.495,144.2862,1:02:05 PM
p,f,f,c,b,k,w,l,h,v,g,-62.5922,44.5101,6:21:03 AM
p,f,f,c,b,k,w,l,h,v,d,-44.9406,116.6846,12:02:06 PM
p,f,f,c,b,k,w,l,h,v,g,-26.4098,-87.9309,9:19:21 AM
p,y,f,c,b,k,w,l,h,y,d,-21.8503,-139.0031,10:03:45 AM
p,f,f,c,b,k,w,l,h,y,g,87.763,80.9991,6:19:37 AM
p,y,f,c,b,k,w,l,h,v,g,16.2119,83.7232,10:15:34 AM
p,f,f,c,b,k,w,l,h,y,g,-20.8891,-68.0717,10:14:05 AM
p,f,f,c,b,k,w,l,h,y,p,14.5383,35.5887,10:37:54 AM
p,y,f,c,b,k,w,l,h,y,g,-24.1192,-161.4129,5:26:27 PM
p,y,f,c,b,k,w,l,h,y,g,-29.3047,-62.1465,8:58:22 AM
p,y,f,c,b,k,w,l,h,v,p,77.4196,-145.198,7:16:58 AM
e,y,f,c,n,f,w,f,h,v,d,-87.2317,161.4009,7:38:25 AM
p,y,f,c,b,k,w,l,h,y,g,75.151,-152.7397,7:14:44 AM
p,f,f,c,b,k,w,l,h,y,d,-26.4091,-124.9084,4:13:30 PM
p,y,f,c,n,s,w,e,w,v,p,-54.1994,-123.3129,9:04:16 AM
p,y,f,c,b,k,w,l,h,v,d,27.8905,-22.9464,1:38:42 PM
p,y,f,c,n,y,w,e,w,v,d,-64.8718,-113.066,10:18:18 AM
p,f,f,c,b,k,w,l,h,y,d,78.1711,-133.6811,8:27:28 AM
p,y,f,c,b,k,w,l,h,v,d,-47.5329,-103.1113,2:53:38 PM
p,y,f,c,b,k,w,l,h,y,g,-26.2687,51.3234,3:46:39 PM
p,y,f,c,b,k,w,l,h,y,g,23.1238,-145.9932,1:39:37 PM
p,f,f,c,b,k,w,l,h,v,d,64.4757,-24.944,12:24:17 PM
p,f,f,c,b,k,w,l,h,v,d,83.2095,177.9567,1:59:30 PM
p,y,f,c,b,k,w,l,h,v,d,44.787,-71.3548,7:01:41 AM
p,y,f,c,b,k,w,l,h,y,g,-41.8989,-160.5153,2:58:06 PM
p,y,f,c,b,k,w,l,h,y,g,36.5865,-61.7085,8:40:08 AM
e,y,t,c,b,s,w,p,k,y,d,-61.2584,-170.2628,12:44:17 PM
p,f,f,c,b,k,w,l,h,y,p,67.0644,139.0467,9:05:01 AM
p,y,f,c,b,k,w,l,h,v,g,-46.9909,-103.5654,6:00:35 AM
p,f,f,c,b,k,w,l,h,v,g,-80.8324,-68.7752,12:52:44 PM
p,f,f,c,b,k,w,l,h,v,p,68.6764,-155.1564,6:49:00 AM
p,f,f,c,b,k,w,l,h,y,g,-55.9058,177.6079,9:57:20 AM
p,f,f,c,b,k,w,l,h,v,g,-68.5089,-46.742,11:27:15 AM
p,y,f,c,b,k,w,l,h,y,g,-10.7299,25.449,10:14:59 AM
p,s,t,c,b,s,w,p,h,s,u,-8.4905,-151.1135,2:54:08 PM
p,y,f,c,b,k,w,l,h,v,g,71.9476,102.6816,3:17:29 PM
p,y,f,c,b,k,w,l,h,v,p,2.1377,-53.5995,7:45:05 AM
p,f,f,c,b,k,w,l,h,v,p,-29.9018,-32.5298,11:01:48 AM
p,y,f,c,b,k,w,l,h,y,d,0.2449,-127.1976,3:15:35 PM
p,f,f,c,b,k,w,l,h,v,d,-51.2788,77.2673,11:51:13 AM
p,y,f,c,b,k,w,l,h,y,g,-69.9703,-87.3175,2:50:21 PM
p,y,f,c,b,k,w,l,h,v,g,43.035,-100.2495,9:41:35 AM
e,s,t,c,b,s,w,e,w,c,w,2.6736,61.0443,1:08:09 PM
p,f,f,c,b,k,w,l,h,v,d,-59.0541,85.1124,1:12:51 PM
p,f,f,c,b,k,w,l,h,y,d,63.0187,137.1989,6:19:48 AM
p,y,f,c,b,k,w,l,h,y,d,58.5964,-54.1798,4:34:21 PM
p,y,f,c,b,k,w,l,h,y,p,-4.0377,-36.5061,1:15:06 PM
p,y,f,c,b,k,w,l,h,v,d,-3.6804,-106.8456,1:22:55 PM
p,f,f,c,b,k,w,l,h,y,g,63.6708,118.8751,6:13:04 AM
p,y,t,w,n,s,w,p,w,c,l,-77.1813,-69.9152,5:20:39 PM
p,s,t,c,b,s,w,p,h,v,u,0.4551,-124.7396,8:30:09 AM
p,y,f,c,b,k,w,l,h,y,p,15.7144,152.5837,4:51:13 PM
p,y,f,c,b,k,w,l,h,y,d,-34.0781,19.1243,5:04:42 PM
p,y,f,c,b,k,w,l,h,v,p,-16.5572,78.5678,7:30:46 AM
p,y,f,c,b,k,w,l,h,v,p,-14.9951,175.2267,8:41:17 AM
p,f,f,c,b,k,w,l,h,y,d,65.3288,16.6949,7:46:19 AM
p,y,f,c,b,k,w,l,h,v,d,58.0489,-148.6011,2:47:47 PM
p,f,f,c,b,k,w,l,h,v,g,-27.5797,12.6624,11:17:03 AM
p,f,f,c,b,k,w,l,h,y,g,79.7841,147.3969,3:21:48 PM
p,s,t,c,b,f,w,p,h,s,u,45.1519,101.2806,11:14:46 AM
